         1              2          3        4     5      6     7      8     9     10    11     12    13     14     15     16     17      18     19       20    21     22     23    24     25    26     27    28     29   30   31      32   33 34 35 36      37     38 39 40 41 42 43 44   45    46    47    48   49  50 51   52   53       54    55 56 57 58 59 60 61    62    63     64    65     66    67     68    69     70    71             72                   73                74
      SDSS J          R.A. (2000)  Dec.     z         u            g            r            i            z        A_u  log NH  FIRST    S/N    "      ROSAT   S/N    "      2MASS J      2MASS H      2MASS K      "   Flg   M_i   D(g-i) Mp SP Bl Um  BEST Flag  Lz Hz FT RT Sr St Gx  Run  R_MJD S_MJD Plate Fib Prs Col Frm  Obj TARGET Flag Lz Hz FT RT Sr St Gx   u_TARGET     g_TARGET     r_TARGET     i_TARGET     z_TARGET          BestObjID            SpecObjID         Other Name
083642.51+325346.9 129.177157  32.896369 3.2529 23.237 0.708 21.625 0.058 21.343 0.069 21.024 0.065 21.000 0.212  0.234 20.607  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.522  0.107  0  0  1  0           0  0  0  0  0  0  0  0  2961 52313 54561 2960  343  40  2  103  581           0  0  0  0  0  0  0  0 23.456 0.833 21.657 0.057 21.355 0.072 21.028 0.064 21.008 0.214   587732469850505797   833400270212825088                          
083642.72+250803.9 129.178021  25.134441 0.7802 19.528 0.031 19.092 0.016 18.874 0.018 18.986 0.018 18.845 0.041  0.190 20.547  0.000   0.000  0.000  -9.000  0.000  0.000 17.630 0.343  0.000 0.000 15.841 0.235  0.000 20 -24.214  0.103  0  1  1  1           3  1  1  0  0  0  0  0  4469 53052 53347 1930  280  40  3  124  133           3  1  1  0  0  0  0  0 19.511 0.031 19.080 0.016 18.862 0.018 18.979 0.018 18.843 0.041   587738947199434885   543475829846310912 SDSS J083642.72+250804.0 
083642.82+493934.4 129.178451  49.659575 2.9684 21.859 0.172 20.194 0.023 19.928 0.022 19.963 0.029 19.911 0.085  0.173 20.574  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.357 -0.016  0  1  1  0    33554433  0  1  0  0  0  0  0  1345 51639 51873  445  204  41  2  146  160    33554433  0  1  0  0  0  0  0 21.830 0.168 20.143 0.018 19.967 0.023 19.969 0.030 19.941 0.083   588007004162883744   125479158330425344 SDSS J083642.82+493934.4 
083643.57+072905.7 129.181566   7.484926 0.5801 17.852 0.021 17.535 0.017 17.753 0.017 17.679 0.016 17.824 0.024  0.161 20.535  0.000   0.000  0.000  -9.000  0.000  0.000 16.686 0.156 15.703 0.137 14.602 0.066  0.075 13 -24.788 -0.261  0  1  1  1     1048578  1  0  0  0  1  0  0  3630 52667 52963 1297  523  40  4   85  274     1048578  1  0  0  0  1  0  0 17.826 0.023 17.523 0.015 17.748 0.015 17.674 0.015 17.844 0.023   587735344256188690   365300521340239872 SDSS J083643.57+072905.7 
083643.68+063753.1 129.182038   6.631442 1.8802 19.893 0.041 19.856 0.023 19.815 0.019 19.506 0.021 19.374 0.049  0.169 20.516  0.000   0.000  0.000  -9.000  0.000  0.000 17.292 0.281  0.000 0.000  0.000 0.000  0.000 18 -25.781  0.075  0  1  1  0    33554432  0  0  0  0  0  0  0  3630 52667 52963 1297   77  40  2   84  522    34603008  0  0  0  0  1  0  0 19.906 0.042 19.868 0.024 19.830 0.019 19.520 0.021 19.385 0.048   587735343182381578   365300519469580288 SDSS J083643.69+063753.2 
083644.16+444000.2 129.184021  44.666733 1.6282 18.944 0.031 18.738 0.019 18.636 0.015 18.351 0.016 18.369 0.032  0.151 20.484  0.000   0.000  0.000  -9.000  0.000  0.000 17.333 0.294  0.000 0.000 15.807 0.219  0.000 20 -26.594  0.107  0  1  1  1     1048579  1  1  0  0  1  0  0  2137 51962 52232  762  456  40  4  202   33     1048579  1  1  0  0  1  0  0 18.932 0.018 18.741 0.017 18.640 0.018 18.364 0.010 18.354 0.030   587728931877683233   214708268897927168 SDSS J083644.16+444000.2 
083644.24+113306.7 129.184341  11.551862 1.0082 19.184 0.031 19.136 0.017 18.874 0.017 18.929 0.024 18.923 0.054  0.148 20.594  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.875  0.038  0  1  1  1           2  1  0  0  0  0  0  0  5849 53684 53795 2426  178  40  3   85  159           2  1  0  0  0  0  0  0 19.190 0.031 19.138 0.017 18.872 0.017 18.916 0.024 18.888 0.054   587744874251747487   683089342012325888                          
083646.13+460323.3 129.192239  46.056482 2.3920 21.061 0.119 20.327 0.024 20.259 0.031 20.085 0.033 19.930 0.115  0.142 20.507  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.741  0.243  0  1  1  0     1048576  0  0  0  0  1  0  0  1889 51874 51981  549    5  40  2  166  178     1048576  0  0  0  0  1  0  0 21.058 0.112 20.316 0.027 20.262 0.029 20.092 0.033 19.932 0.116   587727865649692850   154753018930135040 SDSS J083646.13+460323.3 
083646.48+115323.4 129.193705  11.889836 0.4357 19.143 0.027 18.940 0.022 19.006 0.019 18.934 0.024 18.733 0.053  0.156 20.591  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.863 0.235  0.000  2 -22.837 -0.176  0  1  1  1     1048578  1  0  0  0  1  0  0  5849 53684 53795 2426  172  40  4   86  133     1048578  1  0  0  0  1  0  0 19.142 0.027 18.942 0.022 18.998 0.019 18.906 0.024 18.714 0.053   587744874788683909   683089341987160064                          
083646.85+151259.0 129.195250  15.216402 0.2795 19.798 0.033 19.698 0.021 19.005 0.016 18.685 0.015 18.170 0.025  0.158 20.579  0.000   0.000  0.000  -9.000  0.000  0.000 16.545 0.138 15.549 0.112 14.795 0.120  0.352 13 -22.024  0.673  1  1  1  1           2  1  0  0  0  0  0  0  5137 53405 53815 2427  420  40  5  109   17           2  1  0  0  0  0  0  0 19.795 0.033 19.698 0.021 19.000 0.016 18.685 0.015 18.174 0.025   587741817310347281   683370903903404032                          
083647.04+122926.2 129.196020  12.490629 0.5445 19.133 0.028 18.796 0.021 18.916 0.024 18.715 0.020 18.621 0.032  0.220 20.603  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.635 0.215  0.000  2 -23.622 -0.064  0  1  1  1           2  1  0  0  0  0  0  0  5182 53439 53795 2426  467  40  2   97  133           2  1  0  0  0  0  0  0 19.163 0.028 18.816 0.021 18.938 0.024 18.718 0.020 18.625 0.032   587742008972476549   683089343224479744                          
083647.40+130046.8 129.197531  13.013014 1.7794 19.290 0.027 19.197 0.016 19.140 0.016 18.794 0.020 18.709 0.035  0.320 20.613  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.245 0.210  0.000 0.000  0.000  6 -26.427  0.075  0  1  1  1     1048579  1  1  0  0  1  0  0  5182 53439 53795 2426  434  40  3   98  123     1048579  1  1  0  0  1  0  0 19.290 0.027 19.199 0.016 19.135 0.016 18.776 0.020 18.690 0.035   587742009509412987   683089343086067712                          
083647.50+042214.4 129.197958   4.370681 0.1813 18.093 0.020 18.020 0.014 17.898 0.012 17.514 0.013 17.682 0.020  0.192 20.498  0.000   0.000  0.000  -9.000  0.000  0.000 16.715 0.176 15.956 0.159 15.173 0.158  0.312 13 -22.192 -0.119  0  1  1  1     1048579  1  1  0  0  1  0  0  2986 52318 52646 1186   74  40  4   71  213     1048579  1  1  0  0  1  0  0 18.076 0.019 18.030 0.017 17.921 0.012 17.517 0.009 17.683 0.023   587732578296332501   334055435537481728 SDSS J083647.51+042214.4 
083647.70+283050.2 129.198759  28.513966 1.8596 20.265 0.059 20.368 0.027 20.274 0.029 19.888 0.029 19.811 0.093  0.247 20.591  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.405  0.144  0  1  1  0    34603008  0  0  0  0  1  0  0  3560 52639 52933 1268   56  40  2  142  243    34603008  0  0  0  0  1  0  0 20.255 0.058 20.373 0.025 20.298 0.032 19.902 0.029 19.812 0.094   587735042538471667   357137616207872000 SDSS J083647.70+283050.2 
083647.81+334804.3 129.199236  33.801204 0.3376 19.370 0.025 19.186 0.020 18.949 0.018 18.993 0.017 18.421 0.033  0.224 20.601  0.000   0.000  0.000  -9.000  0.000  0.000 17.099 0.293 16.371 0.244 15.638 0.217  0.000 26 -22.192 -0.103  0  1  1  1     1048579  1  1  0  0  1  0  0  2964 52313 52642  933  195  40  3   32   23     1048579  1  1  0  0  1  0  0 19.429 0.024 19.166 0.012 18.974 0.016 18.999 0.015 18.435 0.023   587732483267624983   262842249757327360 SDSS J083647.81+334804.2 
083647.96+053303.1 129.199865   5.550883 0.7624 19.883 0.036 19.566 0.016 19.587 0.023 19.719 0.030 19.711 0.101  0.178 20.497  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.420 -0.155  0  1  1  0    34603008  0  0  0  0  1  0  0  3478 52591 52708 1187  266  40  3   85  180    34603008  0  0  0  0  1  0  0 19.871 0.038 19.560 0.016 19.593 0.024 19.717 0.031 19.686 0.100   587734690884288692   334337177607471104 SDSS J083647.96+053303.1 
083648.54+314326.7 129.202287  31.724100 0.8854 21.534 0.137 21.338 0.045 21.303 0.057 21.054 0.072 21.046 0.319  0.221 20.613  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.465  0.215  0  0  1  0    33554432  0  0  0  0  0  0  0  3462 52585 54561 2960  306  40  4  135  310    33554432  0  0  0  0  0  0  0 21.574 0.137 21.355 0.044 21.307 0.057 21.075 0.072 21.021 0.306   587734622704959798   833400270057635840                          
083649.05+301114.2 129.204404  30.187292 1.2682 18.410 0.027 18.194 0.019 17.985 0.016 17.945 0.015 17.916 0.024  0.200 20.604  0.000   0.000  0.000  -9.000  0.000  0.000 16.819 0.244  0.000 0.000  0.000 0.000  0.000 18 -26.430 -0.060  0  1  1  1     1048578  1  0  0  0  1  0  0  3606 52664 52937 1269  344  40  5   39  117     1048578  1  0  0  0  1  0  0 18.431 0.027 18.226 0.026 17.986 0.017 17.960 0.015 17.948 0.026   587735241710829685   357419109572411392 SDSS J083649.05+301114.2 
083649.09+104618.1 129.204560  10.771700 1.4200 18.942 0.028 18.978 0.034 18.619 0.029 18.565 0.022 18.610 0.029  0.185 20.610  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.072  0.108  0  1  1  1     1048578  1  0  0  0  1  0  0  6004 53766 54061 2573  344  40  5   90   79     1048578  1  0  0  0  1  0  0 18.940 0.028 18.994 0.034 18.635 0.029 18.576 0.022 18.639 0.029   587745541045747791   724467306746347520 SDSS J083649.09+104618.1 
083649.37+322452.2 129.205728  32.414523 1.5972 22.102 0.201 21.396 0.048 20.762 0.042 20.324 0.047 19.999 0.097  0.220 20.610  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.604  0.746  0  0  1  0           0  0  0  0  0  0  0  0  3530 52621 54561 2960  391  42  5   91  314           0  0  0  0  0  0  0  0 22.140 0.204 21.408 0.048 20.767 0.042 20.335 0.047 20.016 0.096   588297865250144570   833400270414151680                          
083649.56+484154.1 129.206525  48.698365 1.7108 18.751 0.030 18.481 0.028 18.380 0.025 18.107 0.022 18.083 0.027  0.180 20.558  0.000   0.000  0.000  -9.000  0.000  0.000 16.641 0.219 16.228 0.241  0.000 0.000  0.000 24 -26.966  0.087  0  1  1  0   134224899  1  1  0  1  0  0  0  2074 51935 51959  550  426  41  6   84  126   134224900  1  0  0  1  0  0  0 18.722 0.021 18.477 0.021 18.390 0.021 18.124 0.021 18.080 0.036   588010137337462910   155034401183367168 SDSS J083649.55+484154.0 
083649.78+332024.7 129.207438  33.340212 1.7064 20.004 0.041 19.882 0.021 19.788 0.023 19.394 0.021 19.293 0.052  0.212 20.603  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.685  0.200  0  1  1  0    34603008  0  0  0  0  1  0  0  2961 52313 52642  933  121  40  3  105  269    34603008  0  0  0  0  1  0  0 19.991 0.040 19.881 0.021 19.804 0.021 19.407 0.020 19.301 0.053   587732470387507469   262842249446948864 SDSS J083649.77+332024.7 
083649.86+471648.4 129.207762  47.280118 1.5877 20.057 0.043 19.798 0.029 19.804 0.024 19.619 0.025 19.749 0.096  0.143 20.531  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.264 -0.125  0  1  1  0    34603008  0  0  0  0  1  0  0  2074 51935 51981  549  568  41  4   78  187    34603008  0  0  0  0  1  0  0 20.055 0.039 19.833 0.020 19.822 0.020 19.612 0.022 19.744 0.094   588010136263327931   154753021291528192 SDSS J083649.86+471648.4 
083650.09+324435.2 129.208742  32.743116 3.1600 22.979 0.692 21.817 0.068 21.181 0.063 20.474 0.043 20.115 0.104  0.217 20.607  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.002  0.974  0  0  1  0    33554432  0  0  0  0  0  0  0  2961 52313 54561 2960  383  40  2  103  433    33554432  0  0  0  0  0  0  0 23.173 0.736 21.841 0.067 21.201 0.066 20.499 0.041 20.116 0.103   587732469850505649   833400270380597248                          
083650.18+341927.8 129.209092  34.324413 1.2335 19.116 0.033 18.992 0.027 18.752 0.016 18.708 0.018 18.786 0.036  0.175 20.601  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.488 0.231  0.000 0.000  0.000  6 -25.591 -0.023  0  1  1  1     1048578  1  0  0  0  1  0  0  2964 52313 52642  933  461  40  4   34   66     1048578  1  0  0  0  1  0  0 19.146 0.027 18.978 0.017 18.765 0.011 18.739 0.020 18.795 0.040   587732483804627010   262842250873012224 SDSS J083650.18+341927.8 
083650.21+513415.6 129.209223  51.571002 1.1462 19.623 0.030 19.204 0.021 18.819 0.019 18.792 0.022 18.874 0.039  0.175 20.567  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.331  0.144  0  1  1  0     1048578  1  0  0  0  1  0  0  1345 51639 51883  444   86  41  5  155  106     1048580  1  0  0  0  1  0  0 19.614 0.028 19.236 0.016 18.843 0.026 18.875 0.025 18.897 0.035   588007005774086250   125197725808459776 SDSS J083650.20+513415.6 
083650.86+142539.0 129.211935  14.427527 1.7452 19.490 0.032 19.045 0.019 18.872 0.016 18.723 0.017 18.676 0.035  0.242 20.607  0.000   0.000  0.000  -9.000  0.000  0.000 17.142 0.268  0.000 0.000 16.027 0.275  0.000 20 -26.421  0.026  0  1  1  1     1048578  1  0  0  0  1  0  0  5137 53405 53815 2427  234  40  3  107   69     1048578  1  0  0  0  1  0  0 19.530 0.032 19.066 0.019 18.883 0.016 18.728 0.017 18.677 0.035   587741816236474437   683370903123263488                          
083651.04+470341.5 129.212668  47.061548 0.9488 20.599 0.050 20.420 0.027 20.237 0.026 20.245 0.033 20.062 0.100  0.138 20.528  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.408  0.079  0  1  1  0    34603008  0  0  0  0  1  0  0  2076 51935 51981  549  545  40  3  171  133    34603008  0  0  0  0  1  0  0 20.535 0.049 20.429 0.027 20.249 0.028 20.242 0.031 20.042 0.099   587728669345775749   154753021195059200 SDSS J083651.03+470341.5 
083652.02+283800.6 129.216752  28.633505 1.5210 20.618 0.075 20.432 0.029 20.407 0.034 20.195 0.034 20.152 0.103  0.242 20.592  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.627 -0.132  0  1  1  0    34603008  0  0  0  0  1  0  0  3606 52664 52933 1268   59  40  2   33  340    34603008  0  0  0  0  1  0  0 20.628 0.074 20.434 0.029 20.437 0.033 20.204 0.034 20.130 0.101   587735240099823956   357137616220454912 SDSS J083652.02+283800.6 
083652.29+180739.3 129.217888  18.127591 1.7643 19.812 0.033 19.502 0.017 19.286 0.018 18.901 0.016 18.770 0.040  0.169 20.511  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.239  0.331  0  1  1  1     1048579  1  1  0  0  1  0  0  5061 53352 53709 2275   13  40  4  103  152     1048579  1  1  0  0  1  0  0 19.809 0.033 19.497 0.017 19.278 0.018 18.899 0.016 18.773 0.040   587741490355568792   640586250469769216                          
083652.85+425939.0 129.220250  42.994173 0.5470 19.369 0.025 19.150 0.023 19.244 0.018 19.040 0.020 18.977 0.040  0.125 20.481  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.863 0.232  0.000  2 -23.270 -0.001  0  1  1  1     1048579  1  1  0  0  1  0  0  2137 51962 52232  762   43  40  1  194   69           2  1  0  0  0  0  0  0 19.407 0.025 19.131 0.016 19.257 0.015 19.034 0.019 18.970 0.040   587728930266546245   214708267165679616 SDSS J083652.85+425938.9 
083652.88+330119.1 129.220366  33.021987 1.9262 21.087 0.081 20.888 0.032 20.915 0.040 20.521 0.036 20.441 0.104  0.226 20.605  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.845  0.096  0  0  1  0    33554432  0  0  0  0  0  0  0  2964 52313 54561 2960  336  40  2   29  250    33554432  0  0  0  0  0  0  0  0.000 0.000 20.910 0.029 20.960 0.036 20.551 0.035 20.497 0.103   587732482730557690   833400270183464960                          
083653.08+275039.1 129.221207  27.844203 3.1913 24.868 0.841 20.801 0.032 20.347 0.029 20.154 0.038 20.026 0.094  0.231 20.585  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.349  0.240  0  1  1  1    33554433  0  1  0  0  0  0  0  3635 52668 52964 1587  474  41  5  129  233    33554433  0  1  0  0  0  0  0 24.935 0.825 20.784 0.032 20.339 0.029 20.147 0.037 20.021 0.093   588016841247490281   446928268675776512 SDSS J083653.08+275039.1 
083653.35+431427.0 129.222307  43.240850 0.6256 18.673 0.033 18.345 0.015 18.384 0.021 18.257 0.022 18.322 0.033  0.117 20.479  0.000   0.000  0.000  -9.000  0.000  0.000 17.032 0.175 16.499 0.223 15.723 0.219  0.674 13 -24.376 -0.020  0  1  1  1     1048578  1  0  0  0  1  0  0  2243 52014 52232  762   41  40  2   90    3     1048578  1  0  0  0  1  0  0 18.668 0.029 18.347 0.016 18.393 0.018 18.249 0.023 18.283 0.034   587729386063134723   214708267157291008 SDSS J083653.34+431427.0 
083653.83+304600.1 129.224329  30.766705 1.5978 20.520 0.072 20.422 0.029 20.378 0.034 20.123 0.034 20.024 0.109  0.237 20.607  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.813 -0.034  0  1  1  0    34603008  0  0  0  0  1  0  0  3530 52621 52937 1269  326  42  2   84  198    34603008  0  0  0  0  1  0  0 20.548 0.071 20.429 0.029 20.390 0.034 20.143 0.034 20.063 0.111   588297863639072966   357419109496913920 SDSS J083653.83+304600.0 
083653.91+071858.1 129.224660   7.316145 1.5351 20.342 0.053 20.207 0.021 20.075 0.026 19.780 0.029 19.873 0.119  0.178 20.534  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.038  0.084  0  1  1  0    34603008  0  0  0  0  1  0  0  3538 52622 52963 1297  525  40  4   76  380    34603008  0  0  0  0  1  0  0 20.337 0.053 20.203 0.022 20.076 0.026 19.805 0.030 19.888 0.119   587734949118607740   365300521348628480 SDSS J083653.91+071858.1 
083653.97+172918.8 129.224876  17.488563 0.8141 20.375 0.059 19.535 0.024 19.116 0.022 19.087 0.025 18.761 0.034  0.172 20.516  0.000   0.000  0.000  -9.000  0.000  0.000 17.404 0.306 16.445 0.242 15.245 0.187  0.000 26 -24.208  0.448  0  1  1  1           1  0  1  0  0  0  0  0  5071 53354 53712 2276  579  40  2   99  292           1  0  1  0  0  0  0  0 20.389 0.059 19.549 0.024 19.130 0.022 19.103 0.025 18.777 0.034   587741532231237924   640867740705357824                          
083654.43+131621.0 129.226814  13.272522 2.0972 19.455 0.030 19.272 0.018 19.158 0.019 19.114 0.017 18.830 0.038  0.259 20.618  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.460 -0.049  0  1  1  1     1048578  1  0  0  0  1  0  0  5194 53441 53815 2427  217  40  4  106   36     1048578  1  0  0  0  1  0  0 19.506 0.030 19.292 0.018 19.169 0.019 19.125 0.017 18.844 0.038   587742061586415652   683370903051960320                          
083654.98+075712.4 129.229094   7.953461 0.5729 20.469 0.062 19.460 0.024 19.211 0.019 18.850 0.018 18.808 0.030  0.149 20.551 16.211   8.095  0.465  -9.000  0.000  0.000 16.892 0.229 16.374 0.265 15.599 0.188  0.000 26 -23.582  0.538  0  1  1  1     2097160  0  0  1  0  1  0  0  4380 53032 53081 1759  219  40  2   94  303     2097160  0  0  1  0  1  0  0 20.483 0.062 19.464 0.025 19.213 0.019 18.849 0.018 18.809 0.030   587738564408508719   495342466111635456 SDSS J083654.98+075712.4 
083655.21+393018.2 129.230064  39.505074 2.0769 20.200 0.045 19.875 0.035 19.787 0.026 19.643 0.028 19.484 0.064  0.215 20.592  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.891  0.035  0  1  1  0    34603008  0  0  0  0  1  0  0  2740 52234 52317  828  467  40  5  173  202    34603008  0  0  0  0  1  0  0 20.180 0.042 19.896 0.022 19.797 0.019 19.670 0.025 19.465 0.063   587731522277933258   233285982479187968 SDSS J083655.20+393018.3 
083655.48+092546.2 129.231175   9.429527 0.8131 18.230 0.025 17.945 0.019 17.861 0.015 18.010 0.028 17.922 0.023  0.248 20.613  0.000   0.000  0.000  -9.000  0.000  0.000 16.605 0.131 16.030 0.188 15.483 0.166  0.115 13 -25.313 -0.090  0  1  1  1     1048578  1  0  0  0  1  0  0  6004 53766 54061 2573  286  40  2   88   86     1048578  1  0  0  0  1  0  0 18.269 0.025 17.958 0.019 17.871 0.015 18.019 0.028 17.945 0.023   587745539435003990   724467306503077888                          
083655.58+155815.8 129.231609  15.971073 1.0650 19.497 0.034 19.347 0.017 19.080 0.016 19.084 0.019 19.173 0.044  0.110 20.550  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.836  0.056  0  1  1  1           2  1  0  0  0  0  0  0  5080 53359 53712 2276  118  41  3  105   88           2  1  0  0  0  0  0  0 19.476 0.034 19.330 0.017 19.069 0.016 19.073 0.019 19.163 0.044   588023046399918168   640867738771783680                          
083655.61+403616.2 129.231724  40.604527 0.7850 19.127 0.031 18.849 0.017 18.971 0.038 18.966 0.033 18.823 0.043  0.202 20.561  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.120 0.275  0.000  2 -24.253 -0.118  0  1  1  1     1572866  1  0  0  0  1  1  0  2863 52283 52581  895   13  40  2   48   30     1572866  1  0  0  0  1  1  0 19.128 0.027 18.854 0.020 18.969 0.015 19.014 0.021 18.901 0.048   587732048940105758   252145937885954048 SDSS J083655.61+403616.3 
083655.73+342335.4 129.232218  34.393176 0.7900 20.801 0.071 20.263 0.025 20.140 0.026 20.001 0.028 19.685 0.070  0.167 20.600 13.866  76.444  0.104  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.010 0.282  0.000  2 -23.220  0.282  0  1  1  0    35651584  0  0  0  0  1  0  0  2961 52313 52642  933  478  40  5  110  191    35651584  0  0  0  0  1  0  0 20.874 0.072 20.252 0.022 20.118 0.028 19.991 0.027 19.687 0.069   587732471461576895   262842250944315392 SDSS J083655.73+342335.4 
083655.80+064104.6 129.232533   6.684621 4.4358 24.676 0.937 21.556 0.052 19.672 0.025 19.035 0.023 18.932 0.050  0.171 20.520  0.000   0.000  0.000  -9.000  0.000  0.000 17.356 0.281  0.000 0.000 15.969 0.229  0.000 20 -28.154 -0.199  0  1  1  1           1  0  1  0  0  0  0  0  3538 52622 52963 1297  594  40  3   76  491           1  0  1  0  0  0  0  0 24.801 0.918 21.553 0.052 19.672 0.024 19.035 0.024 18.915 0.050   587734948581736939   365300521638035456 SDSS J083655.80+064104.6 
083656.00+361335.6 129.233373  36.226558 3.2572 23.925 0.555 20.839 0.034 20.264 0.026 20.184 0.031 20.180 0.096  0.188 20.594  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.346  0.163  0  1  1  1           0  0  0  0  0  0  0  0  2864 52283 52320  864  223  40  3  149  269           1  0  1  0  0  0  0  0 23.955 0.557 20.822 0.029 20.260 0.021 20.173 0.032 20.126 0.094   587732053778563341   243419093502263296 SDSS J083656.00+361335.5 
083656.53+312416.7 129.235583  31.404649 1.1176 20.852 0.076 20.740 0.034 20.363 0.033 20.359 0.045 20.196 0.136  0.227 20.611  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.724  0.107  0  0  1  0    33554432  0  0  0  0  0  0  0  3530 52621 54561 2960  293  42  3   87  264    33554432  0  0  0  0  0  0  0 20.836 0.076 20.728 0.033 20.368 0.033 20.361 0.045 20.173 0.135   588297864176140552   833400270003109888                          
083656.70+534305.8 129.236277  53.718288 1.1620 18.933 0.023 18.726 0.017 18.355 0.015 18.309 0.015 18.293 0.038  0.197 20.568  0.000   0.000  0.000  -9.000  0.000  0.000 17.389 0.328  0.000 0.000  0.000 0.000  0.000 18 -25.856  0.141  0  1  1  0     1048578  1  0  0  0  1  0  0  1350 51640 51883  444  605  40  4  174   23     1048580  1  0  0  0  1  0  0 18.932 0.032 18.739 0.016 18.369 0.025 18.341 0.013 18.284 0.036   587725551736586263   125197727985303552 SDSS J083656.70+534305.8 
083656.95+463147.7 129.237328  46.529932 0.7868 20.227 0.047 19.924 0.018 19.784 0.022 19.728 0.026 19.659 0.067  0.137 20.516  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.298 0.219  0.000 0.000  0.000  6 -23.470  0.220  0  1  1  0    34603008  0  0  0  0  1  0  0  2076 51935 51981  549  110  40  2  168  186    34603008  0  0  0  0  1  0  0 20.295 0.049 19.920 0.017 19.790 0.021 19.736 0.021 19.638 0.067   587728668808708282   154753019370536960 SDSS J083656.94+463147.7 
083656.95+191315.5 129.237329  19.220982 2.3899 20.961 0.097 19.738 0.026 19.450 0.020 19.299 0.027 18.913 0.045  0.123 20.519  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.448 0.302  0.000  2 -26.517  0.444  0  1  1  0        8192  0  0  0  0  0  1  0  5045 53351 53705 2277  278  40  2  120  315        8192  0  0  0  0  0  1  0 20.942 0.097 19.739 0.026 19.445 0.020 19.289 0.027 18.895 0.045   587741420563464507   641149184354811904                          
